FactGLTranID,JournalID,GLTranDescription,GLTranAmount,GLTranDate,GLAccNum,GLAcctName,Statement,Category,Subcategory,StoreNum,StoreName,ManagerID,PreviousManagerID,ContactTel,AddressLine1,AddressLine2,ZipCode,RegionNum,RegionName,SalesRegionName,LastRefreshDate
3388,1593,Sales Revenue - 100,-102643.571,2021-08-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3389,607,Sales Revenue - 100,-105058.714,2021-09-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3390,981,Sales Revenue - 100,-85737.571,2021-10-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3391,462,Sales Revenue - 100,-113353.714,2021-11-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3392,1567,Sales Revenue - 100,-137911.429,2021-12-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3393,1526,Sales Revenue - 200,-114400.000,2019-01-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3394,597,Sales Revenue - 200,-129316.252,2019-02-28,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3395,1552,Sales Revenue - 200,-128579.789,2019-03-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3396,1226,Sales Revenue - 200,-121671.791,2019-04-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3397,844,Sales Revenue - 200,-127276.721,2019-05-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3398,816,Sales Revenue - 200,-107349.787,2019-06-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3399,105,Sales Revenue - 200,-137604.435,2019-07-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3400,241,Sales Revenue - 200,-107039.966,2019-08-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3401,1120,Sales Revenue - 200,-133969.985,2019-09-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3402,1249,Sales Revenue - 200,-108742.575,2019-10-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3403,140,Sales Revenue - 200,-112424.459,2019-11-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3404,173,Sales Revenue - 200,-78643.135,2019-12-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3405,1497,Sales Revenue - 200,-118800.000,2020-01-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3406,1474,Sales Revenue - 200,-134289.954,2020-02-29,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3407,938,Sales Revenue - 200,-133525.166,2020-03-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3408,1136,Sales Revenue - 200,-126351.475,2020-04-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3409,1700,Sales Revenue - 200,-132171.980,2020-05-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3410,567,Sales Revenue - 200,-111478.625,2020-06-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3411,1625,Sales Revenue - 200,-137604.435,2020-07-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3412,400,Sales Revenue - 200,-107039.966,2020-08-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3413,1747,Sales Revenue - 200,-133969.985,2020-09-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3414,1420,Sales Revenue - 200,-108742.575,2020-10-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3415,895,Sales Revenue - 200,-113475.155,2020-11-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3416,594,Sales Revenue - 200,-96431.463,2020-12-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3417,976,Sales Revenue - 200,-118800.000,2021-01-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3418,573,Sales Revenue - 200,-134289.954,2021-02-28,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3419,1871,Sales Revenue - 200,-133525.166,2021-03-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3420,738,Sales Revenue - 200,-126351.475,2021-04-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3421,1500,Sales Revenue - 200,-132171.980,2021-05-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3422,151,Sales Revenue - 200,-111478.625,2021-06-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3423,1199,Sales Revenue - 200,-137604.435,2021-07-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3424,1593,Sales Revenue - 200,-107039.966,2021-08-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3425,607,Sales Revenue - 200,-133969.985,2021-09-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3426,981,Sales Revenue - 200,-108742.575,2021-10-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3427,462,Sales Revenue - 200,-113475.155,2021-11-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3428,1567,Sales Revenue - 200,-97367.691,2021-12-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3429,1526,Sales Revenue - 500,-46800.000,2019-01-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3430,597,Sales Revenue - 500,-47468.571,2019-02-28,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3431,1552,Sales Revenue - 500,-47468.571,2019-03-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3432,1226,Sales Revenue - 500,-47802.857,2019-04-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3433,844,Sales Revenue - 500,-54154.286,2019-05-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3434,816,Sales Revenue - 500,-60840.000,2019-06-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3435,105,Sales Revenue - 500,-62595.000,2019-07-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3436,241,Sales Revenue - 500,-58467.857,2019-08-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3437,1120,Sales Revenue - 500,-59843.571,2019-09-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3438,1249,Sales Revenue - 500,-48837.857,2019-10-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3439,140,Sales Revenue - 500,-63970.714,2019-11-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3440,173,Sales Revenue - 500,-63450.000,2019-12-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3441,1497,Sales Revenue - 500,-48600.000,2020-01-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3442,1474,Sales Revenue - 500,-49294.286,2020-02-29,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3443,938,Sales Revenue - 500,-49294.286,2020-03-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3444,1136,Sales Revenue - 500,-49641.429,2020-04-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3445,1700,Sales Revenue - 500,-56237.143,2020-05-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3446,567,Sales Revenue - 500,-63180.000,2020-06-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3447,1625,Sales Revenue - 500,-62595.000,2020-07-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3448,400,Sales Revenue - 500,-58467.857,2020-08-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3449,1747,Sales Revenue - 500,-59843.571,2020-09-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3450,1420,Sales Revenue - 500,-48837.857,2020-10-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3451,895,Sales Revenue - 500,-64568.571,2020-11-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3452,594,Sales Revenue - 500,-77801.786,2020-12-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3453,976,Sales Revenue - 500,-48600.000,2021-01-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3454,573,Sales Revenue - 500,-49294.286,2021-02-28,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3455,1871,Sales Revenue - 500,-49294.286,2021-03-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3456,738,Sales Revenue - 500,-49641.429,2021-04-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3457,1500,Sales Revenue - 500,-56237.143,2021-05-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3458,151,Sales Revenue - 500,-63180.000,2021-06-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3459,1199,Sales Revenue - 500,-62595.000,2021-07-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3460,1593,Sales Revenue - 500,-58467.857,2021-08-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3461,607,Sales Revenue - 500,-59843.571,2021-09-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3462,981,Sales Revenue - 500,-48837.857,2021-10-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3463,462,Sales Revenue - 500,-64568.571,2021-11-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3464,1567,Sales Revenue - 500,-78557.143,2021-12-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3465,1526,Sales Revenue - 600,-83200.000,2019-01-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3466,597,Sales Revenue - 600,-84388.571,2019-02-28,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3467,1552,Sales Revenue - 600,-84388.571,2019-03-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3468,1226,Sales Revenue - 600,-84982.857,2019-04-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3469,844,Sales Revenue - 600,-96274.286,2019-05-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3470,816,Sales Revenue - 600,-108160.000,2019-06-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3471,105,Sales Revenue - 600,-111280.000,2019-07-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3472,241,Sales Revenue - 600,-103942.857,2019-08-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3473,1120,Sales Revenue - 600,-106388.571,2019-09-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3474,1249,Sales Revenue - 600,-86822.857,2019-10-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3475,140,Sales Revenue - 600,-113725.714,2019-11-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3476,173,Sales Revenue - 600,-112800.000,2019-12-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3477,1497,Sales Revenue - 600,-86400.000,2020-01-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3478,1474,Sales Revenue - 600,-87634.286,2020-02-29,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3479,938,Sales Revenue - 600,-87634.286,2020-03-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3480,1136,Sales Revenue - 600,-88251.429,2020-04-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3481,1700,Sales Revenue - 600,-99977.143,2020-05-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3482,567,Sales Revenue - 600,-112320.000,2020-06-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3483,1625,Sales Revenue - 600,-111280.000,2020-07-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3484,400,Sales Revenue - 600,-103942.857,2020-08-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3485,1747,Sales Revenue - 600,-106388.571,2020-09-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3486,1420,Sales Revenue - 600,-86822.857,2020-10-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3487,895,Sales Revenue - 600,-114788.571,2020-11-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3488,594,Sales Revenue - 600,-138314.286,2020-12-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3489,976,Sales Revenue - 600,-86400.000,2021-01-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3490,573,Sales Revenue - 600,-87634.286,2021-02-28,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3491,1871,Sales Revenue - 600,-87634.286,2021-03-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3492,738,Sales Revenue - 600,-88251.429,2021-04-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3493,1500,Sales Revenue - 600,-99977.143,2021-05-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3494,151,Sales Revenue - 600,-112320.000,2021-06-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3495,1199,Sales Revenue - 600,-111280.000,2021-07-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3496,1593,Sales Revenue - 600,-103942.857,2021-08-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3497,607,Sales Revenue - 600,-106388.571,2021-09-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3498,981,Sales Revenue - 600,-86822.857,2021-10-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3499,462,Sales Revenue - 600,-114788.571,2021-11-30,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3500,1567,Sales Revenue - 600,-139657.143,2021-12-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3501,1526,Sales Revenue - 800,-55120.000,2019-01-31,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
3502,597,Sales Revenue - 800,-55907.429,2019-02-28,5000,Revenue,Income Statement,Revenue,Revenue,2,Store 2,12,11,16665551104,The Big Retail Park,Jefferson Street Northeast,98507,E2,North East,East Other,2024-06-01 22:37:29.8070000
